spec_id,version,stage,mode,context,start,end,provider,model,cost_usd,input_tokens,cached_input_tokens,output_tokens,spec_size_kb,plan_size_kb,diff_lines,session_id
26_07_22_08_province-info-panel,1.60,spec,interactive,fresh,2026-07-22T06:59:17.322Z,2026-07-22T07:09:41.827Z,claude,claude-sonnet-5,1.9610859,106,5368343,23351,7.78,28.91,0,65ccef83-e8b1-4565-b008-da6f8f702770
26_07_22_08_province-info-panel,1.60,spec_user_input_2,interactive,fresh,2026-07-22T07:30:48.684Z,2026-07-22T07:31:47.446Z,claude,claude-sonnet-5,0.585,22,1444280,10110,7.78,28.91,0,65ccef83-e8b1-4565-b008-da6f8f702770
26_07_22_08_province-info-panel,1.56,spec_user_input_3,interactive,fresh,2026-07-22T07:30:48.684Z,2026-07-22T07:31:47.446Z,claude,claude-sonnet-5,0.585,22,1444280,10110,7.78,28.91,0,65ccef83-e8b1-4565-b008-da6f8f702770
26_07_22_08_province-info-panel,1.60,spec,interactive,fresh,2026-07-22T06:59:17.322Z,2026-07-22T07:09:41.827Z,claude,claude-sonnet-5,1.9610859,106,5368343,23351,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.60,spec_user_input_2,interactive,fresh,2026-07-22T07:30:48.684Z,2026-07-22T07:31:47.446Z,claude,claude-sonnet-5,0.585,22,1444280,10110,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.60,spec_user_input_3,interactive,fresh,2026-07-22T07:40:25.642Z,2026-07-22T07:42:54.309Z,claude,claude-sonnet-5,0.8035340999999999,30,1938597,14791,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.56,spec_user_input_4,interactive,fresh,2026-07-22T07:40:25.642Z,2026-07-22T07:42:54.309Z,claude,claude-sonnet-5,0.8035340999999999,30,1938597,14791,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.56,plan_user_input_3,interactive,continued,2026-07-22T08:56:23.978Z,2026-07-22T08:58:06.344Z,claude,claude-sonnet-5,2.2126479,50,7050993,6480,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.60,implement,interactive,fresh,2026-07-22T09:00:46.741Z,2026-07-22T09:05:12.240Z,claude,claude-sonnet-5,2.2737993,6302,6621461,17897,7.78,28.91,0,e5dd3c66-7e2d-4cbf-b3e5-2bb82da5346d
26_07_22_08_province-info-panel,1.60,implement_user_input_1,interactive,fresh,2026-07-22T09:18:56.134Z,2026-07-22T09:23:13.094Z,claude,claude-sonnet-5,3.9846504,153,11916288,27287,7.78,28.91,0,e5dd3c66-7e2d-4cbf-b3e5-2bb82da5346d
26_07_22_08_province-info-panel,1.56,implement_user_input_8,interactive,fresh,2026-07-22T11:52:29.712Z,2026-07-22T11:55:44.281Z,claude,claude-sonnet-5,3.3318390000000004,100,10155430,18994,7.78,28.91,0,e5dd3c66-7e2d-4cbf-b3e5-2bb82da5346d
26_07_22_08_province-info-panel,1.60,spec_user_input_1,interactive,fresh,2026-07-22T07:27:57.300Z,2026-07-22T07:29:33.281Z,claude,claude-sonnet-5,0.7289208,26,1586676,16856,7.78,28.91,0,65ccef83-e8b1-4565-b008-da6f8f702770
26_07_22_08_province-info-panel,1.60,spec_user_input_1,interactive,fresh,2026-07-22T07:27:57.300Z,2026-07-22T07:29:33.281Z,claude,claude-sonnet-5,0.7289208,26,1586676,16856,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.60,plan_user_input_1,interactive,continued,2026-07-22T08:56:23.978Z,2026-07-22T08:58:06.344Z,claude,claude-sonnet-5,2.2126479,50,7050993,6480,7.78,28.91,0,c9c32461-4d3d-4891-b8bc-fb6dac15c25f
26_07_22_08_province-info-panel,1.60,implement_user_input_5,interactive,fresh,2026-07-22T11:52:29.712Z,2026-07-22T11:55:44.281Z,claude,claude-sonnet-5,3.3318390000000004,100,10155430,18994,7.78,28.91,0,e5dd3c66-7e2d-4cbf-b3e5-2bb82da5346d
